CompTotal;Gender;Manager;YearsCode;Age1stCode;YearsCodePro;Education
110000;Man;IC;5;22;4;Bachelor's
72000;Man;IC;7;33;7;Less than bachelor's
150000;Man;Manager;16;11;16;Less than bachelor's
150000;Man;IC;32;12;NA;Bachelor's
52000;Man;IC;9;9;3;Less than bachelor's
105000;Man;IC;20;24;19;Less than bachelor's
150000;Man;Manager;15;11;10;Less than bachelor's
48000;Man;IC;5;29;1;Bachelor's
205000;Man;Manager;37;17;35;Less than bachelor's
150000;Man;IC;8;10;7;Bachelor's
61000;Man;IC;4;28;3;Bachelor's
153000;Man;Manager;12;16;6;Bachelor's
97000;Man;IC;9;13;2;Master's
120000;Man;Manager;28;10;23;Bachelor's
180000;Man;IC;21;12;18;Master's
131200;Man;Manager;20;17;19;Bachelor's
138094;Man;IC;35;14;29;Master's
88000;Man;IC;14;13;3;Bachelor's
75000;Woman;IC;8;16;3;Bachelor's
80000;Man;IC;6;16;3;Bachelor's
77000;Man;IC;9;18;7;Bachelor's
100000;Man;IC;11;18;6;Bachelor's
140000;Man;IC;35;10;22;Bachelor's
160000;Man;IC;39;12;22;Less than bachelor's
65000;Man;IC;33;9;25;Bachelor's
124000;Man;IC;18;12;18;Bachelor's
70000;Woman;IC;7;17;3;Bachelor's
150000;Man;IC;20;10;10;Less than bachelor's
78000;Man;IC;5;26;4;Bachelor's
82000;Man;IC;10;30;7;Bachelor's
70000;Woman;IC;6;16;2;Bachelor's
70000;Man;IC;8;14;4;Less than bachelor's
190000;Man;Manager;23;11;10;Master's
140000;Man;IC;4;18;4;Master's
120000;Man;IC;7;16;3;Bachelor's
110000;Man;IC;34;12;26;Bachelor's
450000;Man;IC;15;15;6;Master's
35000;Man;IC;15;11;10;Bachelor's
300000;Man;IC;18;9;18;Master's
130000;Man;IC;8;19;5;Bachelor's
114000;Woman;IC;25;10;10;Bachelor's
79000;Woman;IC;6;10;2;Bachelor's
130000;Man;IC;22;10;20;PhD
68000;Man;IC;2;10;Less than 1 year;Bachelor's
117000;Man;IC;20;14;11;Bachelor's
58000;Man;IC;2;32;1;Less than bachelor's
72000;Woman;IC;20;6;12;Bachelor's
300000;Man;IC;14;14;12;Master's
95000;Man;IC;6;18;4;Bachelor's
130000;Man;IC;30;8;10;Bachelor's
140000;Man;IC;32;10;19;Bachelor's
170000;Man;IC;7;12;5;Bachelor's
135000;Man;IC;22;14;14;PhD
115000;Man;IC;8;20;5;Bachelor's
63500;Man;IC;15;15;6;Bachelor's
145000;Man;Manager;20;12;13;Bachelor's
79000;Man;IC;4;16;1;Bachelor's
74500;Man;IC;12;16;9;Bachelor's
160000;Man;Manager;17;15;9;Bachelor's
180000;Man;Manager;16;22;10;Less than bachelor's
100000;Man;IC;7;18;2;Bachelor's
131000;Man;IC;20;10;13;PhD
120000;Man;IC;20;10;10;Master's
55000;Man;IC;10;18;5;PhD
75500;Woman;IC;9;12;6;Bachelor's
70000;Man;IC;30;13;10;Master's
140000;Man;IC;45;20;40;PhD
85000;Man;IC;20;16;13;Bachelor's
102000;Man;IC;3;22;2;Bachelor's
142000;Man;IC;34;16;33;Less than bachelor's
120000;Man;IC;19;20;18;Bachelor's
75000;Man;IC;37;13;28;Bachelor's
70000;Man;IC;6;17;1;Bachelor's
157500;Man;IC;6;16;1;Bachelor's
135000;Man;IC;8;13;8;Less than bachelor's
90000;Man;Manager;12;16;8;Bachelor's
50000;Man;IC;3;23;2;Master's
35000;Man;IC;2;24;1;Bachelor's
160000;Man;IC;16;14;12;Bachelor's
46000;Man;IC;13;13;3;Bachelor's
92000;Man;IC;9;12;4;Bachelor's
150000;Man;IC;40;Younger than 5 years;20;Bachelor's
125000;Man;Manager;6;22;5;Master's
139000;Man;IC;25;8;11;Master's
42500;Woman;IC;3;23;Less than 1 year;Less than bachelor's
120000;Man;IC;12;14;4;Bachelor's
120000;Man;IC;41;11;29;Bachelor's
115500;Man;IC;15;11;8;Bachelor's
105000;Man;IC;11;16;8;Bachelor's
50000;Man;IC;8;16;5;Bachelor's
78000;Man;IC;14;16;12;Master's
51000;Man;IC;7;21;4;Bachelor's
310000;Man;IC;20;8;13;Master's
75000;Woman;IC;3;17;1;Bachelor's
120000;Man;IC;16;19;12;Bachelor's
83000;Man;IC;12;13;3;Bachelor's
100000;Man;IC;19;18;16;Bachelor's
105000;Man;IC;28;10;16;Bachelor's
96000;Man;IC;10;15;5;Bachelor's
248000;Man;IC;42;20;28;Less than bachelor's
62500;Man;Manager;4;7;NA;Less than bachelor's
70000;Man;IC;3;16;1;Bachelor's
92000;Man;IC;4;16;3;Less than bachelor's
67000;Man;IC;33;15;10;Less than bachelor's
125000;Man;IC;14;8;10;Less than bachelor's
64000;Man;IC;6;14;2;Bachelor's
110000;Woman;IC;7;15;Less than 1 year;Bachelor's
144960;Woman;IC;10;21;10;Less than bachelor's
65000;Man;IC;14;13;4;Less than bachelor's
200000;Man;IC;23;15;17;Less than bachelor's
120000;Man;IC;8;17;1;Bachelor's
80000;Man;Manager;26;10;7;Bachelor's
63000;Man;IC;5;15;Less than 1 year;Bachelor's
135000;Man;IC;20;13;17;Bachelor's
140000;Woman;IC;15;15;9;Bachelor's
105000;Man;IC;9;19;7;Master's
85000;Man;IC;13;24;8;Master's
135000;Man;IC;10;15;6;Master's
95000;Man;IC;20;14;14;Bachelor's
75000;Man;IC;8;15;1;Bachelor's
130000;Man;IC;6;18;1;Master's
128000;Man;IC;30;8;24;Bachelor's
46000;Man;IC;6;11;2;Bachelor's
140000;Man;IC;14;13;8;Bachelor's
95000;Man;IC;13;12;10;Less than bachelor's
110000;Man;IC;16;16;6;Less than bachelor's
110000;Man;IC;4;12;3;Bachelor's
80000;Man;Manager;12;17;7;Less than bachelor's
370000;Man;IC;34;10;25;Master's
127500;Man;IC;38;19;38;Bachelor's
115000;Man;Manager;13;14;8;Master's
95000;Man;IC;12;12;8;Bachelor's
106000;Man;IC;9;10;5;Bachelor's
80000;Man;IC;8;19;6;Less than bachelor's
217521;Man;IC;7;18;2;Bachelor's
172000;Man;Manager;28;10;15;Master's
100000;Man;IC;9;14;3;Bachelor's
86000;Man;IC;5;20;3;Bachelor's
156200;Man;IC;10;18;6;Bachelor's
85000;Man;IC;7;21;6;Bachelor's
90000;Man;IC;9;13;4;Bachelor's
105000;Woman;IC;4;12;3;Bachelor's
110000;Man;IC;25;13;18;Less than bachelor's
80000;Woman;IC;9;17;1;Bachelor's
70000;Man;IC;6;17;2;Bachelor's
60000;Man;IC;6;9;4;Bachelor's
100000;Man;Manager;30;12;22;Less than bachelor's
72000;Man;IC;9;14;2;Bachelor's
83000;Woman;IC;6;10;5;Bachelor's
118000;Woman;Manager;2;16;1;Bachelor's
93000;Man;IC;9;19;6;Bachelor's
120000;Man;Manager;23;10;11;PhD
69000;Man;IC;11;18;7;Bachelor's
130000;Man;IC;12;12;8;Bachelor's
155000;Man;IC;5;23;1;Bachelor's
86000;Man;IC;30;22;15;Less than bachelor's
135000;Woman;IC;6;9;6;Bachelor's
90000;Man;IC;20;9;16;Less than bachelor's
57500;Woman;IC;2;25;1;Master's
60000;Man;IC;13;15;6;Less than bachelor's
100000;Man;Manager;33;9;19;Less than bachelor's
47300;Man;IC;5;10;3;Less than bachelor's
130000;Man;IC;28;10;6;PhD
45000;Man;IC;9;16;3;Master's
66250;Man;IC;8;24;7;Master's
60000;Man;IC;33;17;24;Master's
147000;Man;IC;42;12;31;Master's
146000;Man;IC;23;16;16;Bachelor's
65000;Man;IC;9;14;3;Master's
123000;Man;Manager;12;20;9;Master's
140000;Man;IC;23;18;23;Bachelor's
96000;Man;IC;20;20;18;Master's
90000;Man;IC;15;15;10;Master's
145000;Man;Manager;12;12;10;Bachelor's
50400;Man;IC;14;12;4;Bachelor's
110000;Man;IC;9;13;4;Bachelor's
205000;Man;IC;9;22;5;Bachelor's
123000;Man;IC;20;13;18;Master's
116150;Woman;IC;4;26;3;Bachelor's
65000;Man;IC;4;25;1;Bachelor's
220000;Man;IC;10;11;6;Master's
85000;Man;IC;9;15;8;Master's
88000;Man;IC;5;26;4;Bachelor's
95000;Man;IC;10;18;6;Bachelor's
200000;Man;IC;5;14;5;Bachelor's
78000;Woman;IC;5;22;3;Bachelor's
106000;Man;IC;11;14;4;Bachelor's
87500;Man;IC;5;10;5;Bachelor's
155000;Man;IC;16;12;7;Bachelor's
115000;Woman;IC;31;9;20;Bachelor's
133000;Man;IC;18;10;16;Bachelor's
90000;Man;IC;10;15;7;Bachelor's
95000;Woman;Manager;15;14;9;Master's
90000;Woman;IC;4;25;3;Less than bachelor's
45000;Man;IC;6;15;2;Bachelor's
48500;Man;IC;12;23;3;Bachelor's
189000;Man;IC;7;17;1;Bachelor's
135000;Woman;IC;28;5;12;NA
48000;Man;IC;7;17;5;Bachelor's
106000;Man;IC;7;15;3;Bachelor's
150000;Man;IC;19;15;14;Master's
55000;Man;IC;1;33;Less than 1 year;Less than bachelor's
130000;Man;IC;38;16;33;Bachelor's
165000;Man;IC;17;10;16;Less than bachelor's
70000;Man;IC;7;10;3;Bachelor's
85000;Man;IC;3;13;2;Bachelor's
100000;Man;IC;11;16;11;Less than bachelor's
130000;Man;IC;12;10;8;Less than bachelor's
33000;Man;IC;11;9;5;Master's
85000;Man;IC;6;18;6;Less than bachelor's
140000;Man;IC;40;12;26;Bachelor's
50000;Man;IC;16;14;10;PhD
110000;Man;IC;23;7;18;Bachelor's
95000;Man;IC;23;13;23;Less than bachelor's
212000;Man;IC;10;17;5;Bachelor's
136500;Man;IC;17;13;12;Bachelor's
73500;Man;IC;5;15;3;Less than bachelor's
120000;Man;IC;35;12;20;Master's
150000;Man;IC;6;16;3;Less than bachelor's
120000;Man;IC;20;16;11;Bachelor's
140000;Man;IC;16;15;11;Bachelor's
125000;Man;IC;8;12;2;Master's
50000;Man;IC;4;21;1;Bachelor's
97000;Man;IC;15;23;16;Less than bachelor's
85000;Woman;IC;5;19;2;Bachelor's
170000;Man;IC;18;16;12;Bachelor's
155000;Man;IC;15;17;12;Less than bachelor's
88500;Man;IC;12;18;9;Bachelor's
50000;Woman;IC;5;15;Less than 1 year;Bachelor's
110000;Man;IC;20;12;14;Master's
100000;Man;IC;2;9;1;Master's
77000;Man;IC;10;20;10;Bachelor's
100000;Man;IC;6;13;1;Bachelor's
135000;Man;IC;37;14;30;Master's
131000;Man;Manager;27;5;21;Bachelor's
150000;Man;IC;20;15;18;Bachelor's
105000;Man;IC;20;10;4;Bachelor's
70000;Man;IC;5;8;5;Less than bachelor's
125000;Man;IC;6;20;2;Master's
52000;Man;IC;6;16;2;Bachelor's
80000;Man;IC;13;5;5;Less than bachelor's
125000;Man;IC;6;16;3;Bachelor's
126000;Man;IC;35;18;35;Less than bachelor's
160000;Man;Manager;28;12;21;Bachelor's
65000;Man;IC;1;29;1;Less than bachelor's
190000;Man;IC;15;18;4;PhD
115500;Man;IC;9;17;4;Bachelor's
85000;Man;IC;21;16;21;Bachelor's
52000;Man;IC;20;12;Less than 1 year;Bachelor's
175000;Man;IC;30;5;15;Bachelor's
144500;Man;IC;10;10;4;Bachelor's
82500;Woman;IC;21;8;20;Bachelor's
115000;Man;IC;12;12;10;Less than bachelor's
160000;Man;Manager;25;12;25;Master's
120000;Man;IC;12;15;4;Bachelor's
51000;Man;IC;2;18;Less than 1 year;Bachelor's
120000;Man;IC;13;18;9;Bachelor's
180000;Man;Manager;22;11;18;Bachelor's
135000;Man;IC;22;15;14;Bachelor's
120000;Man;IC;20;8;18;Bachelor's
275000;Man;IC;23;9;16;Master's
98000;Man;IC;3;18;2;Bachelor's
112500;Man;IC;10;12;9;Bachelor's
220000;Man;IC;9;10;3;Bachelor's
60000;Man;IC;10;17;10;Less than bachelor's
70000;Man;IC;12;15;5;Bachelor's
200000;Woman;IC;15;12;12;Bachelor's
87000;Man;IC;10;18;3;Bachelor's
135000;Man;IC;10;5;7;Less than bachelor's
60000;Man;IC;2;17;Less than 1 year;Less than bachelor's
116000;Woman;IC;5;23;2;Master's
303000;Man;IC;6;27;6;Master's
55000;Man;IC;12;16;6;Bachelor's
69000;Man;Manager;38;17;33;Bachelor's
103000;Man;IC;10;28;8;Less than bachelor's
155000;Man;IC;36;9;29;Master's
61079;Man;IC;Less than 1 year;32;Less than 1 year;Master's
85000;Man;IC;15;14;7;Master's
106000;Man;IC;6;27;5;Bachelor's
80000;Man;IC;39;16;20;Bachelor's
65500;Man;IC;2;11;2;Less than bachelor's
180000;Woman;IC;6;9;4;Bachelor's
63609;Man;IC;10;11;2;Bachelor's
96000;Man;IC;24;14;11;Bachelor's
250000;Man;IC;18;12;6;PhD
72000;Woman;IC;4;19;2;Bachelor's
135000;Man;Manager;18;10;9;Bachelor's
132000;Man;Manager;20;17;16;Master's
130000;Man;IC;20;15;16;Bachelor's
131100;Woman;IC;7;19;3;Master's
134000;Man;IC;13;13;4;Bachelor's
97000;Woman;IC;6;17;2;Bachelor's
110000;Man;IC;11;15;6;Bachelor's
110000;Man;IC;30;10;30;Bachelor's
135000;Man;IC;20;20;20;Bachelor's
55000;Man;IC;3;19;Less than 1 year;Bachelor's
72000;Man;IC;7;24;7;Master's
140000;Man;IC;15;15;5;Bachelor's
115000;Man;IC;22;16;17;Bachelor's
54080;Man;IC;5;27;5;Master's
288000;Man;IC;5;18;1;Bachelor's
32000;Man;IC;22;8;8;Master's
90000;Man;Manager;17;11;8;Master's
50000;Man;IC;1;29;Less than 1 year;Less than bachelor's
62400;Man;IC;19;13;13;Less than bachelor's
64000;Man;IC;10;16;3;Bachelor's
70000;Man;IC;12;15;7;Master's
70000;Man;IC;5;17;2;Bachelor's
68000;Man;Manager;4;15;3;Bachelor's
100000;Man;IC;21;14;14;Bachelor's
135000;Man;IC;8;17;5;Bachelor's
57000;Woman;IC;8;18;8;Master's
72000;Man;IC;3;16;2;Bachelor's
70000;Man;IC;3;12;4;Master's
89000;Woman;IC;7;12;5;Bachelor's
200000;Man;Manager;30;8;13;Bachelor's
120000;Man;IC;14;22;10;Bachelor's
59000;Man;IC;5;12;3;Less than bachelor's
80000;Man;IC;6;17;Less than 1 year;Master's
145500;Man;Manager;27;12;17;Master's
200000;Man;IC;8;14;7;Bachelor's
85000;Man;IC;10;14;3;Bachelor's
210000;Man;IC;23;12;18;Bachelor's
96000;Man;IC;6;20;4;Bachelor's
470000;Man;Manager;10;16;5;Bachelor's
90000;Man;IC;12;15;7;Bachelor's
109000;Man;IC;21;10;10;Bachelor's
102000;Man;IC;13;12;10;Bachelor's
128000;Woman;IC;9;18;5;Bachelor's
65000;Man;IC;1;24;1;Bachelor's
100000;Man;IC;19;20;10;Less than bachelor's
72000;Woman;IC;15;18;4;Less than bachelor's
384000;Man;IC;20;8;13;Master's
200000;Man;Manager;10;12;7;Master's
88000;Woman;IC;3;29;2;Professional
118000;Woman;Manager;17;18;14;Master's
57000;Man;Manager;6;13;3;Bachelor's
305000;Man;IC;34;6;19;Master's
135000;Man;IC;14;12;10;Bachelor's
83200;Man;Manager;3;23;3;Bachelor's
185000;Man;IC;28;13;23;Bachelor's
85000;Man;IC;30;8;21;Less than bachelor's
200000;Man;IC;10;14;8;Less than bachelor's
125000;Man;IC;21;14;13;Bachelor's
95000;Man;IC;10;21;7;Bachelor's
80000;Woman;IC;10;13;10;Bachelor's
70000;Man;IC;12;18;8;Bachelor's
181708;Man;IC;24;18;20;Bachelor's
105000;Man;IC;6;20;4;Bachelor's
76000;Man;IC;4;25;3;Less than bachelor's
122000;Man;IC;37;9;22;Less than bachelor's
68500;Man;IC;9;25;7;Bachelor's
15300;Man;IC;10;19;7;Bachelor's
182769;Woman;IC;9;12;4;Master's
180000;Man;IC;8;15;2;Bachelor's
200000;Man;IC;10;15;7;Bachelor's
110000;Man;IC;16;10;13;Less than bachelor's
80000;Man;IC;8;15;Less than 1 year;Bachelor's
61104;Man;IC;9;17;4;Less than bachelor's
80000;Man;IC;11;12;2;Less than bachelor's
210000;Man;Manager;18;12;15;Master's
39700;Man;IC;2;12;2;Less than bachelor's
40000;Woman;IC;20;10;3;Bachelor's
95000;Man;IC;4;20;Less than 1 year;Bachelor's
120000;Man;IC;9;16;7;Bachelor's
115000;Woman;IC;11;15;8;Bachelor's
379168;Woman;IC;10;17;7;Bachelor's
240000;Woman;IC;19;12;10;Master's
120000;Man;IC;36;5;23;NA
95000;Man;IC;7;16;4;Bachelor's
135000;Man;IC;8;15;4;Bachelor's
78000;Man;IC;10;18;4;Bachelor's
140000;Man;Manager;15;14;9;Bachelor's
160000;Man;IC;28;12;21;PhD
124000;Man;IC;10;13;5;Bachelor's
96000;Woman;IC;10;22;8;Bachelor's
195500;Man;IC;15;12;10;Bachelor's
150000;Man;IC;37;17;32;Master's
198000;Man;IC;27;10;21;Bachelor's
52000;Man;IC;10;12;6;Bachelor's
130000;Woman;IC;3;23;3;Bachelor's
104000;Man;IC;18;13;11;Less than bachelor's
72500;Man;IC;7;22;4;Less than bachelor's
210000;Woman;IC;4;23;3;Bachelor's
105000;Man;IC;25;13;14;PhD
95000;Man;IC;18;17;12;Bachelor's
130000;Man;IC;20;9;13;Bachelor's
120000;Man;IC;5;13;2;Bachelor's
85000;Woman;IC;7;17;6;Bachelor's
80000;Man;IC;5;12;3;Bachelor's
100000;Man;IC;23;14;23;Bachelor's
96500;Woman;IC;25;8;15;Less than bachelor's
77000;Man;IC;3;20;3;Less than bachelor's
80000;Man;IC;6;20;3;Bachelor's
60000;Man;IC;12;12;12;PhD
195000;Man;IC;15;15;12;Bachelor's
60000;Man;IC;3;8;2;Less than bachelor's
54000;Man;IC;5;14;2;Bachelor's
50000;Woman;Manager;7;20;7;Master's
121000;Man;IC;5;19;Less than 1 year;Bachelor's
110000;Man;IC;20;7;15;Bachelor's
140000;Man;IC;20;18;12;Bachelor's
165000;Man;IC;25;12;22;Bachelor's
125000;Woman;IC;7;19;5;Bachelor's
80000;Man;IC;11;14;3;Less than bachelor's
37000;Man;IC;3;23;1;Bachelor's
120000;Man;IC;12;21;11;PhD
115000;Man;IC;22;14;12;Bachelor's
120000;Man;IC;3;13;3;Bachelor's
205000;Man;IC;22;17;15;Bachelor's
160000;Man;Manager;18;11;10;Bachelor's
40000;Man;IC;1;23;Less than 1 year;Bachelor's
140000;Man;IC;10;18;6;Master's
100000;Man;Manager;12;16;10;Less than bachelor's
165000;Man;IC;35;6;24;Master's
90000;Man;IC;12;13;5;Bachelor's
97000;Woman;IC;15;16;8;Bachelor's
180000;Man;IC;18;12;9;Bachelor's
75000;Man;IC;10;20;6;Master's
65000;Man;IC;8;15;5;Bachelor's
60000;Man;IC;3;21;2;Less than bachelor's
105000;Man;IC;6;18;2;Bachelor's
145000;Man;IC;15;18;11;Master's
130000;Man;IC;10;16;7;Bachelor's
90000;Man;IC;10;17;4;Less than bachelor's
73000;Man;IC;4;19;2;Bachelor's
93000;Woman;IC;18;10;10;Bachelor's
130000;Man;IC;10;16;6;Bachelor's
130000;Man;IC;40;16;30;Bachelor's
126000;Man;IC;14;14;7;Bachelor's
115000;Man;IC;11;16;11;Bachelor's
180000;Man;Manager;23;14;23;Master's
155000;Man;IC;16;12;7;Bachelor's
67000;Man;IC;18;13;8;Bachelor's
110000;Man;IC;10;NA;7;Less than bachelor's
140000;Man;IC;15;10;6;Less than bachelor's
195000;Man;IC;25;19;25;Bachelor's
90000;Man;IC;12;10;5;Less than bachelor's
75000;Man;Manager;3;22;2;NA
115000;Man;IC;21;9;11;Bachelor's
72500;Man;IC;15;16;7;Bachelor's
90000;Man;Manager;13;17;9;Master's
79000;Man;IC;12;11;6;Bachelor's
75000;Man;IC;18;14;18;Less than bachelor's
72000;Man;IC;6;24;3;Bachelor's
90000;Man;IC;2;8;1;Bachelor's
97000;Man;IC;8;16;3;Bachelor's
129000;Man;IC;12;12;2;Bachelor's
87550;Man;IC;11;28;9;Less than bachelor's
90000;Man;IC;5;12;3;Bachelor's
200000;Man;IC;12;17;12;Bachelor's
69000;Man;IC;28;12;10;Less than bachelor's
115000;Man;IC;20;12;16;Bachelor's
80000;Man;IC;5;11;2;Bachelor's
64000;Man;Manager;17;13;9;Bachelor's
350000;Man;IC;24;16;20;Bachelor's
98000;Man;IC;10;18;6;Bachelor's
70000;Man;IC;13;11;4;Less than bachelor's
99806;Woman;IC;5;20;3;Master's
60000;Man;IC;16;16;13;Bachelor's
48000;Man;IC;7;18;2;Bachelor's
80000;Woman;Manager;4;18;Less than 1 year;Bachelor's
48000;Woman;IC;2;12;Less than 1 year;Bachelor's
72000;Man;IC;6;17;3;Bachelor's
105000;Man;IC;18;12;11;Bachelor's
187000;Man;Manager;35;10;20;PhD
65000;Man;IC;15;13;10;Less than bachelor's
122000;Woman;IC;10;21;5;Less than bachelor's
65000;Man;IC;32;9;13;Less than bachelor's
140000;Man;IC;21;12;12;Bachelor's
56000;Man;IC;5;31;4;Less than bachelor's
74000;Man;IC;10;15;7;Bachelor's
120000;Man;IC;20;20;20;Bachelor's
67000;Man;IC;7;14;1;Bachelor's
31201;Man;IC;12;9;3;Less than bachelor's
74000;Man;IC;5;8;2;Bachelor's
74000;Man;IC;3;18;2;Bachelor's
145000;Man;IC;29;18;22;Bachelor's
40000;Man;IC;10;14;9;Less than bachelor's
184000;Man;IC;7;19;4;Bachelor's
118000;Man;IC;4;19;Less than 1 year;Bachelor's
120000;Man;IC;17;13;10;Bachelor's
140000;Man;IC;8;17;6;Less than bachelor's
136000;Man;IC;12;20;9;Bachelor's
32500;Man;IC;5;17;3;Bachelor's
160000;Man;Manager;21;16;18;Bachelor's
104000;Woman;Manager;21;14;11;Bachelor's
95000;Man;IC;4;12;2;Less than bachelor's
112000;Man;IC;7;18;4;Bachelor's
350000;Man;IC;25;10;16;Bachelor's
40000;Man;IC;4;18;Less than 1 year;Bachelor's
136000;Man;IC;14;16;4;Less than bachelor's
120000;Man;Manager;13;33;7;Bachelor's
87000;Man;IC;18;12;5;Bachelor's
73000;Man;IC;11;18;7;Master's
58000;Man;IC;14;12;Less than 1 year;Less than bachelor's
113000;Man;IC;15;15;15;Master's
92000;Man;IC;9;18;5;Bachelor's
87000;Man;IC;10;15;8;Less than bachelor's
131000;Man;IC;40;12;35;Less than bachelor's
90000;Man;IC;17;16;11;Bachelor's
140000;Man;IC;24;10;12;PhD
120522;Man;IC;9;21;5;Master's
112000;Man;IC;20;12;20;Less than bachelor's
78412;Man;IC;6;16;3;Bachelor's
160000;Man;IC;10;26;7;Less than bachelor's
71000;Man;IC;2;12;1;Bachelor's
80000;Man;IC;11;Younger than 5 years;5;Bachelor's
350000;Woman;IC;18;14;12;PhD
145000;Woman;IC;7;19;5;Bachelor's
130000;Woman;IC;5;22;3;PhD
75000;Woman;IC;1;25;Less than 1 year;Bachelor's
200000;Man;IC;23;13;17;Bachelor's
113000;Man;IC;12;18;7;Bachelor's
80000;Man;IC;22;10;10;PhD
136000;Woman;IC;20;19;15;Bachelor's
107000;Man;IC;12;13;7;Bachelor's
125000;Man;IC;6;16;6;Less than bachelor's
105000;Man;IC;17;18;15;Bachelor's
140500;Man;IC;10;14;6;Bachelor's
78000;Man;IC;15;8;Less than 1 year;Bachelor's
148000;Man;IC;20;12;20;Master's
110000;Man;IC;20;15;12;Less than bachelor's
93000;Man;IC;10;18;6;Bachelor's
108000;Man;Manager;41;20;38;Bachelor's
90000;Man;IC;3;15;2;Bachelor's
130000;Woman;IC;16;11;4;Less than bachelor's
175000;Man;IC;4;16;2;Bachelor's
73000;Man;IC;7;18;4;Bachelor's
75000;Man;IC;13;18;10;PhD
85000;Man;IC;7;19;5;Bachelor's
157000;Woman;IC;6;25;6;Master's
127500;Man;IC;19;8;13;Bachelor's
100000;Man;IC;19;13;11;Less than bachelor's
147000;Man;IC;14;14;12;Less than bachelor's
140000;Man;IC;10;13;3;Bachelor's
63000;Man;IC;5;21;3;Bachelor's
120000;Man;IC;17;7;16;Bachelor's
185000;Man;Manager;20;18;16;Master's
110000;Man;IC;7;9;4;Bachelor's
115500;Man;IC;6;18;6;Master's
98000;Woman;IC;12;15;5;Bachelor's
65000;Woman;IC;7;15;5;Bachelor's
101200;Man;IC;8;8;4;Bachelor's
135000;Man;IC;10;14;6;Bachelor's
57800;Man;IC;33;12;10;Less than bachelor's
98500;Man;IC;23;12;23;Less than bachelor's
190000;Man;IC;10;20;8;Master's
160250;Man;IC;9;17;5;Master's
115000;Man;IC;16;15;15;Less than bachelor's
75000;Man;IC;6;19;Less than 1 year;Master's
100000;Man;IC;8;10;6;Bachelor's
220000;Man;IC;18;16;12;Bachelor's
160000;Man;Manager;11;16;7;Bachelor's
140000;Man;Manager;25;11;17;Bachelor's
81000;Man;IC;10;18;8;Bachelor's
85000;Man;IC;3;24;3;Bachelor's
110000;Man;Manager;15;15;10;Master's
230000;Man;IC;34;15;30;Bachelor's
94500;Man;IC;15;14;7;Bachelor's
135000;Man;IC;10;12;8;Less than bachelor's
120000;Man;IC;17;11;7;Bachelor's
60000;Man;IC;6;9;5;Less than bachelor's
65000;Man;IC;20;16;4;Bachelor's
220000;Man;IC;19;11;11;Bachelor's
103000;Man;IC;17;14;11;Bachelor's
140000;Man;IC;17;12;16;Master's
80000;Man;IC;1;15;1;Bachelor's
89000;Man;IC;13;8;7;Master's
90000;Man;IC;6;NA;6;Bachelor's
54000;Woman;IC;23;17;19;Bachelor's
75000;Man;IC;10;12;7;Bachelor's
55000;Man;IC;6;16;1;Bachelor's
105000;Man;IC;7;15;2;Master's
14000;Man;Manager;25;7;21;Bachelor's
140000;Man;IC;18;20;14;Master's
120000;Man;IC;40;14;33;Bachelor's
110000;Man;Manager;25;8;9;Bachelor's
72000;Man;IC;6;13;Less than 1 year;Bachelor's
54000;Woman;IC;4;20;4;Less than bachelor's
121000;Man;IC;20;14;15;PhD
120000;Man;IC;16;11;12;Less than bachelor's
115000;Man;IC;12;16;10;Bachelor's
150000;Man;IC;22;12;20;Less than bachelor's
64500;Man;IC;6;11;3;Bachelor's
98000;Man;Manager;16;15;9;Master's
147000;Man;IC;23;10;20;Less than bachelor's
130000;Man;IC;24;27;24;Bachelor's
133200;Woman;IC;1;20;Less than 1 year;Bachelor's
165000;Man;IC;15;17;10;Bachelor's
140000;Man;IC;20;6;10;Bachelor's
124000;Woman;IC;3;18;2;Bachelor's
57000;Man;IC;10;18;5;Less than bachelor's
83000;Man;IC;10;15;7;Bachelor's
165000;Man;IC;7;21;4;Bachelor's
56000;Man;IC;2;33;1;Less than bachelor's
150000;Man;Manager;10;12;8;Bachelor's
160000;Man;IC;40;16;30;Master's
170000;Man;IC;20;20;16;Bachelor's
130000;Man;IC;18;15;5;Less than bachelor's
94557;Man;IC;12;15;7;Master's
155000;Man;IC;34;16;21;Less than bachelor's
60000;Woman;IC;5;13;Less than 1 year;Bachelor's
51000;Man;IC;6;10;1;Bachelor's
104000;Man;IC;20;21;20;Less than bachelor's
200000;Man;IC;26;13;21;Master's
165000;Man;IC;14;17;10;Master's
165000;Man;IC;11;12;8;Bachelor's
88000;Man;IC;10;16;6;Bachelor's
120000;Woman;IC;12;16;7;Bachelor's
100000;Man;IC;12;10;6;Less than bachelor's
97000;Man;IC;10;21;10;Bachelor's
125000;Man;IC;49;14;40;Less than bachelor's
90000;Woman;IC;7;23;7;Master's
110000;Man;IC;8;15;4;Bachelor's
50000;Man;IC;6;12;6;Less than bachelor's
91000;Man;IC;7;11;3;Bachelor's
152000;Woman;IC;15;12;7;Master's
70500;Man;IC;4;11;2;Bachelor's
135000;Man;Manager;16;16;12;Master's
75000;Man;IC;17;12;10;Bachelor's
142000;Man;IC;15;15;13;Bachelor's
97750;Woman;IC;3;27;2;Bachelor's
150000;Man;IC;11;12;11;Less than bachelor's
110000;Man;Manager;9;19;6;Bachelor's
