CompTotal;Gender;Manager;YearsCode;Age1stCode;YearsCodePro;Education
150000;Man;Manager;20;9;20;Bachelor's
180000;Man;Manager;29;11;24;PhD
95000;Woman;IC;8;23;5;Master's
95000;Man;IC;4;14;3;Less than bachelor's
150000;Man;Manager;24;10;22;Less than bachelor's
100000;Man;IC;20;15;20;Bachelor's
75000;Man;IC;6;16;2;Bachelor's
120000;Man;IC;7;14;7;Less than bachelor's
85300;Man;IC;20;17;8;Less than bachelor's
135000;Man;IC;18;19;12;Master's
185000;Man;IC;12;16;7;Bachelor's
100500;Man;IC;14;15;12;Less than bachelor's
110000;Man;IC;25;14;20;Master's
75000;Man;IC;19;16;15;Bachelor's
70000;Man;IC;5;14;1;Bachelor's
75000;Man;IC;13;10;2;Less than bachelor's
142000;Woman;IC;9;16;3;Bachelor's
80000;Man;IC;9;15;5;Bachelor's
90000;Man;IC;9;15;5;Bachelor's
85000;Woman;IC;20;15;14;Master's
220000;Man;IC;18;7;12;Master's
140000;Man;IC;8;13;6;Less than bachelor's
140000;Man;Manager;18;14;13;Less than bachelor's
80738;Man;IC;14;13;4;Less than bachelor's
32000;Man;IC;2;31;Less than 1 year;Less than bachelor's
175000;Man;IC;15;8;10;Master's
200000;Man;IC;30;12;19;Bachelor's
85000;Man;IC;6;18;4;Bachelor's
85000;Man;IC;7;18;6;Bachelor's
200000;Man;Manager;30;8;20;Bachelor's
125000;Man;IC;8;19;5;Bachelor's
128000;Man;IC;23;16;15;Bachelor's
103000;Man;IC;6;16;4;Less than bachelor's
93000;Man;IC;12;21;8;Master's
160000;Woman;IC;26;17;24;Bachelor's
165000;Man;IC;15;12;9;Bachelor's
75000;Man;IC;7;20;4;Bachelor's
185000;Man;Manager;12;9;10;Master's
65000;Woman;IC;31;7;21;Less than bachelor's
94000;Man;IC;4;14;2;Less than bachelor's
75000;Man;IC;5;19;Less than 1 year;Bachelor's
120000;Man;IC;20;14;8;Master's
113000;Woman;IC;9;23;6;PhD
105000;Man;IC;30;11;15;Master's
105000;Woman;IC;12;16;6;Bachelor's
94000;Woman;IC;16;9;9;Bachelor's
85000;Woman;IC;20;17;13;Master's
155000;Man;IC;8;16;5;Professional
67000;Man;IC;7;19;1;Bachelor's
153000;Man;IC;20;10;12;Master's
95000;Man;IC;35;10;30;Bachelor's
60000;Man;IC;3;25;3;Less than bachelor's
168000;Man;IC;20;12;20;Bachelor's
145000;Man;IC;9;15;7;Less than bachelor's
59000;Woman;Manager;4;18;3;Bachelor's
141000;Man;IC;6;13;1;Bachelor's
162500;Man;IC;16;12;11;Bachelor's
58000;Man;IC;10;12;2;Bachelor's
114000;Man;IC;17;15;13;Less than bachelor's
140000;Man;Manager;22;12;20;Bachelor's
35000;Man;IC;25;14;20;Less than bachelor's
80000;Woman;IC;3;9;1;Master's
70000;Woman;IC;15;13;7;PhD
84000;Man;IC;8;16;2;Bachelor's
180000;Man;IC;8;15;6;Master's
53000;Woman;IC;5;13;1;Bachelor's
140000;Man;IC;25;16;19;Bachelor's
135000;Man;IC;27;8;17;Bachelor's
67000;Woman;IC;4;13;2;Bachelor's
172000;Man;IC;28;10;24;Less than bachelor's
101000;Man;IC;13;12;3;Bachelor's
120000;Man;Manager;6;16;10;Bachelor's
230000;Man;Manager;21;12;8;Master's
75000;Man;IC;37;17;37;Less than bachelor's
50000;Man;IC;5;19;3;Bachelor's
135000;Man;IC;12;16;10;Bachelor's
130000;Man;IC;15;15;12;Bachelor's
110000;Man;IC;9;16;2;Bachelor's
95000;Man;IC;5;24;1;Bachelor's
110000;Man;IC;8;15;7;Bachelor's
123000;Man;IC;2;22;Less than 1 year;Bachelor's
165000;Man;IC;13;15;6;Less than bachelor's
100000;Man;IC;37;12;20;Master's
60000;Man;IC;6;16;4;Bachelor's
70000;Man;IC;5;17;5;Bachelor's
185000;Woman;IC;7;21;6;PhD
100000;Man;IC;3;12;3;Less than bachelor's
165000;Man;Manager;18;13;17;Master's
230000;Man;IC;35;8;10;Less than bachelor's
65000;Man;IC;4;16;2;Bachelor's
130000;Man;IC;25;11;3;Master's
75000;Man;IC;6;16;4;Bachelor's
170000;Man;IC;30;8;17;Bachelor's
50000;Man;IC;33;27;25;Master's
46000;Man;IC;11;13;6;Bachelor's
95000;Man;IC;25;8;20;Less than bachelor's
120000;Man;IC;12;8;8;Bachelor's
144200;Man;IC;12;18;8;Bachelor's
150000;Man;IC;1;19;Less than 1 year;Bachelor's
115000;Man;IC;6;11;2;Less than bachelor's
93000;Man;IC;10;17;5;Less than bachelor's
93000;Man;IC;8;19;5;Master's
440000;Man;IC;17;11;7;Bachelor's
110000;Man;IC;23;9;13;Bachelor's
58000;Man;IC;3;20;3;Bachelor's
95000;Man;Manager;15;12;11;Bachelor's
157500;Man;IC;5;24;5;Bachelor's
130000;Man;IC;30;10;25;Master's
92000;Man;IC;13;11;9;PhD
77000;Man;IC;5;16;1;Bachelor's
72000;Man;IC;1;17;Less than 1 year;Master's
140000;Man;IC;6;18;6;Less than bachelor's
115000;Woman;IC;9;20;4;Bachelor's
65000;Man;IC;12;10;8;Less than bachelor's
147500;Man;IC;13;14;11;Bachelor's
75000;Man;IC;9;21;9;Professional
95000;Man;IC;10;17;8;Less than bachelor's
70000;Man;IC;3;12;3;Master's
149000;Man;IC;16;15;11;Bachelor's
125000;Woman;IC;21;9;12;Bachelor's
96000;Man;IC;12;18;10;Bachelor's
215000;Man;Manager;16;17;14;Bachelor's
120000;Man;IC;14;15;10;Bachelor's
138000;Man;IC;20;14;14;Master's
121000;Man;IC;14;19;4;PhD
133000;Man;Manager;27;7;22;Bachelor's
84000;Man;IC;8;15;4;Bachelor's
106000;Man;IC;10;19;8;Master's
45000;Man;IC;25;14;16;Bachelor's
24000;Man;IC;5;19;3;Bachelor's
73000;Man;Manager;20;13;6;Bachelor's
65000;Man;IC;2;11;1;Bachelor's
110000;Man;IC;16;10;10;Bachelor's
50000;Man;IC;7;20;6;Less than bachelor's
85000;Man;IC;6;14;3;Bachelor's
200000;Man;Manager;5;26;5;Bachelor's
93000;Woman;IC;12;18;8;Bachelor's
200000;Man;Manager;11;14;7;Less than bachelor's
100000;Man;IC;9;21;3;Bachelor's
110000;Man;IC;12;16;5;Less than bachelor's
93000;Woman;IC;7;45;7;Master's
94000;Man;IC;8;14;2;Bachelor's
160000;Man;IC;11;13;8;Bachelor's
260000;Man;IC;20;8;18;Less than bachelor's
89000;Man;IC;8;13;6;Bachelor's
140000;Man;IC;36;16;35;Less than bachelor's
172000;Man;Manager;30;10;21;Bachelor's
70000;Man;Manager;25;7;12;Bachelor's
200000;Man;IC;8;18;4;Bachelor's
125000;Man;IC;6;15;4;Bachelor's
70000;Man;IC;28;12;25;Bachelor's
70452;Man;IC;7;10;1;Bachelor's
104000;Man;IC;20;11;13;Bachelor's
155000;Man;IC;10;14;6;Master's
140000;Man;IC;20;13;14;Bachelor's
85000;Man;IC;6;28;5;Bachelor's
150000;Man;IC;37;17;33;Bachelor's
1013001;Man;IC;10;17;7;Bachelor's
91000;Man;IC;7;18;3;Master's
102000;Man;IC;43;12;32;Less than bachelor's
64000;Man;IC;3;28;2;Bachelor's
58000;Man;IC;3;22;2;Bachelor's
96000;Man;IC;4;13;4;Bachelor's
84000;Man;IC;3;22;3;Bachelor's
400000;Man;Manager;10;17;3;Less than bachelor's
100000;Man;IC;7;19;5;Master's
65000;Man;IC;13;10;4;Less than bachelor's
130000;Man;IC;9;16;3;Bachelor's
130000;Man;IC;16;18;13;Bachelor's
75000;Man;Manager;32;10;15;PhD
105000;Man;IC;8;15;7;Master's
145000;Man;IC;13;9;5;Bachelor's
130000;Man;Manager;24;11;14;Bachelor's
154000;Man;IC;32;12;28;Bachelor's
71500;Man;IC;4;20;3;Bachelor's
84208;Man;IC;20;19;5;Bachelor's
80000;Man;IC;20;5;4;Less than bachelor's
100000;Man;IC;8;9;5;Less than bachelor's
165000;Man;IC;20;11;15;Bachelor's
67000;Man;IC;11;13;2;Bachelor's
80000;Man;IC;7;14;2;Bachelor's
110000;Man;Manager;More than 50 years;17;43;Master's
150000;Man;IC;10;16;6;Bachelor's
130000;Man;IC;38;9;32;Bachelor's
155000;Man;IC;16;14;8;Bachelor's
212500;Man;Manager;25;5;9;Master's
100000;Man;IC;16;11;9;Bachelor's
115000;Man;IC;9;18;5;Bachelor's
81000;Man;IC;35;18;7;Bachelor's
40000;Man;IC;12;14;3;Less than bachelor's
140000;Man;IC;20;11;13;Master's
200000;Man;IC;14;13;6;Master's
160000;Man;Manager;20;15;16;Less than bachelor's
180000;Man;Manager;10;17;8;Bachelor's
116580;Man;IC;13;13;13;Less than bachelor's
144000;Man;IC;25;14;20;Bachelor's
351850;Man;Manager;16;12;12;Bachelor's
117000;Man;Manager;30;10;25;Master's
100000;Man;IC;5;8;2;Bachelor's
110000;Man;IC;17;13;13;Bachelor's
65000;Man;IC;3;18;Less than 1 year;Bachelor's
115000;Man;IC;19;13;14;Bachelor's
110000;Man;IC;15;17;15;Bachelor's
105000;Man;IC;12;14;6;Master's
150000;Man;Manager;10;13;7;Less than bachelor's
148000;Man;IC;15;12;12;Bachelor's
52200;Man;IC;6;Younger than 5 years;3;Less than bachelor's
115000;Man;IC;15;12;8;Master's
132000;Man;IC;8;25;6;Bachelor's
180000;Man;Manager;25;12;15;Less than bachelor's
114000;Man;IC;15;12;13;Less than bachelor's
70000;Man;IC;5;17;1;Bachelor's
270000;Man;IC;20;12;15;Bachelor's
70000;Man;IC;12;12;6;Master's
70000;Man;IC;5;13;3;Less than bachelor's
42000;Man;IC;12;11;3;Bachelor's
240000;Man;IC;10;14;6;Master's
84000;Woman;IC;4;26;3;Bachelor's
109000;Woman;IC;4;38;3;Bachelor's
70000;Man;IC;10;11;4;Bachelor's
90000;Man;IC;7;23;5;Bachelor's
136000;Woman;IC;5;30;4;Bachelor's
200000;Man;IC;13;20;8;Bachelor's
100000;Man;IC;9;20;9;Master's
130000;Man;IC;4;27;3;Bachelor's
66000;Man;IC;15;8;1;Bachelor's
125000;Man;Manager;25;10;20;Master's
80000;Woman;IC;16;12;10;Bachelor's
222000;Man;IC;37;13;28;Bachelor's
140000;Man;IC;32;12;24;Bachelor's
95000;Man;IC;8;10;5;Bachelor's
200000;Man;IC;9;19;5;Master's
190000;Man;IC;19;16;16;Master's
220000;Man;IC;19;22;15;Master's
220000;Man;IC;49;17;47;Bachelor's
158000;Man;Manager;27;11;16;Bachelor's
70000;Man;IC;12;16;9;Bachelor's
78000;Man;IC;17;14;14;Bachelor's
160000;Man;IC;39;10;28;Less than bachelor's
56000;Man;IC;6;12;2;Bachelor's
99000;Man;IC;25;10;19;Less than bachelor's
60000;Woman;IC;2;12;1;Bachelor's
21000;Man;IC;10;13;Less than 1 year;Bachelor's
114000;Man;Manager;9;12;7;Bachelor's
140000;Man;IC;15;16;6;Bachelor's
67000;Man;IC;15;17;5;Less than bachelor's
140000;Man;IC;7;18;3;Bachelor's
168000;Man;IC;15;13;11;Bachelor's
75000;Man;IC;10;15;5;Less than bachelor's
35000;Woman;IC;5;12;4;Master's
68000;Man;IC;6;15;Less than 1 year;Bachelor's
60000;Man;IC;3;30;2;Less than bachelor's
66175;Man;IC;5;19;2;Bachelor's
80000;Woman;IC;30;11;16;Master's
145000;Man;IC;7;13;6;Bachelor's
40000;Man;IC;5;6;5;Bachelor's
85000;Woman;IC;4;18;Less than 1 year;Bachelor's
160000;Man;Manager;23;10;14;Bachelor's
85000;Woman;IC;4;13;3;Bachelor's
156000;Man;IC;15;10;7;Less than bachelor's
52000;Man;IC;6;21;Less than 1 year;Bachelor's
180000;Man;IC;8;22;5;Bachelor's
185000;Man;Manager;18;20;16;Master's
90000;Man;IC;42;12;37;Less than bachelor's
185000;Man;IC;16;14;10;Less than bachelor's
120000;Man;IC;28;15;25;Master's
130000;Man;IC;14;14;6;Bachelor's
57000;Man;IC;9;20;5;Master's
60000;Man;IC;13;12;4;Bachelor's
104000;Man;IC;22;7;10;Master's
186000;Man;Manager;30;8;24;Master's
64000;Man;IC;11;15;3;Bachelor's
50000;Man;IC;4;18;1;Bachelor's
65000;Woman;IC;2;34;2;PhD
50000;Man;IC;12;8;8;Bachelor's
85000;Man;IC;10;14;2;Master's
60000;Man;IC;26;10;1;Bachelor's
99000;Man;IC;28;11;12;Bachelor's
100000;Man;Manager;37;10;17;Less than bachelor's
120000;Man;IC;8;16;8;Bachelor's
99000;Man;IC;6;12;7;Master's
108000;Woman;IC;35;25;32;Less than bachelor's
47000;Man;IC;3;22;1;Bachelor's
80000;Man;IC;8;13;6;Bachelor's
70000;Man;IC;5;13;3;Less than bachelor's
132000;Man;IC;5;16;1;Bachelor's
140000;Man;IC;26;10;20;Less than bachelor's
107000;Man;IC;22;11;19;Bachelor's
39312;Man;IC;2;15;Less than 1 year;Less than bachelor's
107000;Man;IC;2;33;2;Bachelor's
104030;Man;IC;17;13;10;Master's
105000;Man;IC;2;30;1;Less than bachelor's
68500;Man;IC;4;20;Less than 1 year;Bachelor's
120000;Man;IC;23;10;13;Master's
114000;Man;IC;19;15;12;Bachelor's
64500;Man;IC;3;21;2;Bachelor's
70000;Man;IC;8;12;17;Less than bachelor's
101000;Woman;Manager;6;24;5;Bachelor's
165000;Man;Manager;15;10;6;Bachelor's
108000;Man;Manager;5;19;3;Master's
107000;Man;IC;22;13;12;Bachelor's
140000;Man;IC;6;15;2;Bachelor's
50000;Man;IC;5;18;1;Bachelor's
51000;Man;IC;4;11;Less than 1 year;Bachelor's
136000;Man;IC;40;12;34;Bachelor's
105000;Man;IC;15;16;10;PhD
150000;Man;IC;5;19;5;PhD
70500;Man;IC;13;17;5;Master's
120000;Man;IC;20;11;11;Bachelor's
150000;Man;IC;2;7;2;Master's
90000;Man;IC;15;16;13;Bachelor's
80000;Man;IC;5;26;2;Master's
74000;Man;IC;7;20;5;Bachelor's
105000;Man;IC;11;13;4;PhD
450000;Man;IC;20;12;16;Less than bachelor's
85000;Man;IC;7;17;3;Bachelor's
86000;Man;IC;8;14;5;Bachelor's
100000;Woman;IC;8;16;4;Bachelor's
105000;Man;IC;20;15;14;Less than bachelor's
100000;Man;IC;12;10;Less than 1 year;Bachelor's
280000;Man;IC;32;12;22;Less than bachelor's
82000;Man;IC;16;18;10;Master's
140000;Man;IC;11;19;8;Bachelor's
90000;Man;IC;13;12;2;Bachelor's
67000;Man;IC;35;35;30;Less than bachelor's
115000;Man;IC;16;10;12;Bachelor's
130000;Man;Manager;7;27;3;Bachelor's
80000;Man;IC;16;13;5;Master's
85000;Man;IC;13;12;6;Bachelor's
200000;Man;Manager;12;13;3;Master's
121000;Woman;IC;17;26;17;Bachelor's
79000;Man;IC;13;13;4;Bachelor's
100000;Man;IC;17;16;13;Bachelor's
84000;Man;IC;21;11;14;Master's
164000;Man;Manager;34;15;29;Bachelor's
93000;Man;IC;15;15;8;Bachelor's
203000;Man;IC;7;25;3;PhD
150000;Man;Manager;35;15;29;Less than bachelor's
104000;Man;IC;10;14;6;Master's
62500;Woman;IC;26;12;16;Master's
270000;Man;IC;10;10;7;Bachelor's
75000;Man;IC;4;19;3;Bachelor's
100000;Man;Manager;15;13;11;Master's
135000;Man;Manager;25;16;15;Bachelor's
80000;Man;IC;5;16;3;Master's
175000;Man;IC;26;12;10;Master's
100000;Man;IC;12;15;10;Bachelor's
199000;Man;IC;23;11;20;Bachelor's
225000;Man;IC;6;26;5;Bachelor's
102000;Man;IC;5;19;4;Less than bachelor's
50000;Woman;IC;3;18;Less than 1 year;Bachelor's
80000;Man;Manager;16;9;11;Bachelor's
51500;Man;IC;3;12;2;Master's
142000;Man;IC;35;15;20;PhD
115000;Man;IC;44;18;40;Bachelor's
132000;Man;Manager;34;8;27;Bachelor's
95000;Man;IC;5;19;5;Bachelor's
50000;Man;IC;19;18;Less than 1 year;Bachelor's
160000;Man;IC;39;10;20;PhD
115000;Man;IC;40;13;34;Master's
183000;Man;IC;28;10;25;Less than bachelor's
100000;Man;IC;14;15;10;Bachelor's
93000;Man;IC;9;19;7;Master's
78000;Man;IC;18;11;13;Bachelor's
84000;Man;IC;8;16;5;Bachelor's
150000;Man;IC;15;15;10;Bachelor's
63850;Man;IC;4;35;2;Less than bachelor's
83000;Man;IC;3;20;1;Bachelor's
320000;Man;Manager;28;12;24;Professional
144000;Man;IC;14;15;8;Bachelor's
160000;Man;IC;40;13;32;Less than bachelor's
70000;Man;IC;20;15;4;Less than bachelor's
98000;Man;IC;9;17;5;Bachelor's
90000;Man;IC;9;11;5;Bachelor's
134000;Man;IC;22;14;15;Less than bachelor's
150000;Man;IC;22;17;15;Master's
120000;Man;IC;15;18;11;Bachelor's
115000;Man;IC;8;10;4;Bachelor's
154500;Man;IC;31;5;7;Less than bachelor's
65000;Man;IC;8;15;1;Bachelor's
77000;Man;IC;9;17;6;Bachelor's
160000;Man;IC;14;17;13;Master's
110000;Man;IC;30;17;30;Less than bachelor's
100000;Woman;IC;2;29;1;Bachelor's
238500;Man;IC;24;14;20;Master's
119000;Man;IC;10;19;6;Bachelor's
220000;Man;IC;18;12;12;Bachelor's
101000;Woman;IC;20;15;9;Bachelor's
168000;Man;IC;19;13;9;Bachelor's
90000;Man;IC;15;14;7;Bachelor's
120000;Man;IC;8;13;2;Bachelor's
47000;Man;IC;6;15;3;Bachelor's
70000;Man;IC;2;24;1;Bachelor's
174000;Man;Manager;25;12;22;Less than bachelor's
103000;Man;IC;8;19;5;PhD
85000;Man;IC;3;24;1;Bachelor's
175000;Man;Manager;41;12;35;Bachelor's
65000;Man;IC;9;8;3;Less than bachelor's
93000;Man;IC;5;20;2;Bachelor's
85000;Man;IC;5;20;2;Bachelor's
205000;Man;IC;13;16;8;Bachelor's
98000;Man;IC;12;13;9;Less than bachelor's
136000;Man;IC;22;18;19;Master's
67000;Woman;IC;5;14;3;Master's
83000;Man;IC;8;15;3;Bachelor's
170000;Man;Manager;25;10;20;Bachelor's
400000;Man;IC;20;13;11;PhD
75000;Man;IC;5;7;2;Less than bachelor's
65000;Man;IC;5;21;3;Bachelor's
55000;Man;IC;35;23;2;Less than bachelor's
160000;Woman;IC;10;16;6;Professional
100000;Man;IC;5;19;3;Bachelor's
110000;Man;IC;11;24;11;Bachelor's
108000;Man;IC;15;14;12;Less than bachelor's
180000;Man;IC;20;16;13;Master's
70000;Man;IC;13;11;4;Bachelor's
115000;Man;IC;4;19;4;Bachelor's
111550;Man;IC;14;16;7;Bachelor's
90000;Man;IC;9;33;8;Bachelor's
130000;Man;IC;4;20;4;Bachelor's
120000;Man;IC;23;10;10;PhD
300000;Man;IC;9;14;7;Bachelor's
47500;Man;Manager;5;22;Less than 1 year;Bachelor's
250000;Man;IC;16;17;16;Master's
77500;Man;IC;10;13;5;Bachelor's
104000;Man;IC;24;12;5;Bachelor's
198550;Man;IC;17;16;15;Bachelor's
50000;Man;IC;3;35;1;Bachelor's
89000;Man;IC;19;17;19;Less than bachelor's
125000;Man;IC;10;8;10;Bachelor's
160000;Man;IC;11;10;7;Bachelor's
97000;Man;IC;12;32;10;Bachelor's
75000;Man;IC;6;11;Less than 1 year;Less than bachelor's
65500;Man;IC;4;20;4;Bachelor's
84500;Man;IC;7;15;5;Less than bachelor's
159000;Man;Manager;25;10;13;Bachelor's
90000;Woman;IC;12;16;5;Master's
70000;Man;IC;NA;NA;3;Bachelor's
70000;Man;IC;5;18;2;Bachelor's
92000;Man;IC;3;14;3;Bachelor's
109000;Man;IC;20;8;18;Less than bachelor's
65000;Man;IC;4;24;3;Less than bachelor's
124000;Man;IC;24;18;16;Master's
132000;Man;IC;22;9;22;Bachelor's
70000;Man;IC;3;15;Less than 1 year;Bachelor's
96000;Man;IC;9;19;5;Less than bachelor's
165000;Man;IC;34;10;26;Bachelor's
105000;Man;IC;13;13;9;Less than bachelor's
100000;Man;IC;5;18;3;Bachelor's
96000;Woman;IC;6;12;3;Master's
180250;Woman;IC;18;12;14;Bachelor's
107000;Man;IC;10;15;4;Bachelor's
250000;Man;Manager;8;22;7;Bachelor's
150000;Man;IC;22;7;10;Less than bachelor's
150000;Woman;Manager;18;12;13;Master's
160000;Man;IC;20;14;16;Bachelor's
198000;Man;Manager;15;11;10;Bachelor's
118000;Woman;IC;5;22;3;Bachelor's
77250;Man;IC;15;14;12;Bachelor's
95000;Man;IC;2;5;2;Master's
103000;Man;IC;25;23;20;PhD
154500;Man;Manager;27;13;16;Master's
90228;Man;IC;10;18;5;Master's
70000;Man;IC;15;15;5;Bachelor's
83000;Man;IC;3;14;2;Bachelor's
104000;Man;IC;18;12;9;Bachelor's
70000;Man;IC;12;7;3;Master's
62500;Man;IC;5;13;2;Bachelor's
150000;Man;IC;20;16;17;Bachelor's
128000;Man;IC;24;10;20;Bachelor's
73000;Man;IC;5;13;1;Bachelor's
105200;Man;IC;12;16;10;Bachelor's
91500;Man;IC;14;11;6;Less than bachelor's
105000;Man;IC;15;15;12;Bachelor's
85000;Man;IC;8;19;5;Bachelor's
132000;Man;Manager;13;19;10;Bachelor's
190000;Man;Manager;22;7;20;Less than bachelor's
164000;Man;IC;3;12;2;Less than bachelor's
90000;Man;IC;18;7;7;Less than bachelor's
135000;Man;IC;12;16;10;Bachelor's
150000;Man;IC;5;10;4;Bachelor's
95000;Man;Manager;40;10;25;Less than bachelor's
140000;Man;IC;13;14;5;Less than bachelor's
240000;Man;IC;11;14;7;Bachelor's
54889;Man;IC;16;14;10;Master's
132000;Man;IC;16;6;12;Less than bachelor's
115000;Man;IC;5;18;1;Bachelor's
128000;Man;IC;26;12;24;Master's
45000;Man;IC;7;10;4;Less than bachelor's
100000;Man;IC;8;15;2;Bachelor's
125000;Man;IC;17;18;13;Bachelor's
130000;Man;IC;30;8;25;Less than bachelor's
140000;Man;IC;43;19;38;Bachelor's
170000;Man;IC;13;18;11;Bachelor's
203000;Man;IC;15;11;7;Less than bachelor's
85000;Man;IC;7;18;3;Bachelor's
60000;Man;IC;6;17;2;Bachelor's
80000;Man;IC;7;26;4;Master's
250000;Man;IC;16;14;12;Master's
115000;Man;IC;12;17;5;Bachelor's
180000;Woman;Manager;15;21;10;Master's
135000;Woman;IC;12;18;9;Master's
115000;Man;IC;19;11;5;Bachelor's
132000;Man;Manager;15;16;12;Bachelor's
125000;Man;IC;23;8;8;Bachelor's
38000;Man;IC;7;13;4;Less than bachelor's
160000;Man;IC;11;18;7;Bachelor's
143000;Man;IC;33;19;31;Bachelor's
58400;Man;IC;15;15;7;Bachelor's
65000;Man;IC;4;28;2;Master's
50000;Man;IC;4;19;4;Bachelor's
73000;Man;IC;16;14;8;Bachelor's
63500;Woman;IC;3;19;Less than 1 year;Bachelor's
73000;Man;IC;1;14;Less than 1 year;Bachelor's
120000;Man;IC;11;13;10;Bachelor's
125000;Man;IC;10;22;Less than 1 year;Bachelor's
102000;Man;IC;30;14;20;Bachelor's
158000;Man;Manager;12;9;9;Master's
69000;Man;IC;12;9;5;Bachelor's
175000;Man;IC;12;12;9;Bachelor's
162000;Man;IC;19;9;14;Bachelor's
120000;Man;IC;30;7;20;Bachelor's
70000;Man;IC;2;14;1;Bachelor's
103000;Man;IC;15;11;4;Bachelor's
65000;Man;IC;25;12;25;Master's
85000;Man;IC;2;34;1;Bachelor's
200000;Man;IC;13;13;4;Bachelor's
98000;Woman;IC;20;22;20;Master's
362000;Man;IC;20;13;17;Bachelor's
130000;Man;IC;16;11;4;Bachelor's
60000;Man;IC;4;8;1;Bachelor's
80000;Man;IC;14;11;7;Bachelor's
200000;Man;IC;15;9;7;Bachelor's
180000;Man;IC;28;12;18;Less than bachelor's
89000;Man;IC;NA;13;17;Bachelor's
145000;Man;Manager;18;11;13;Bachelor's
81500;Man;IC;6;26;3;Bachelor's
105000;Man;IC;10;17;8;Bachelor's
130000;Man;IC;14;18;10;Bachelor's
100000;Man;IC;6;11;2;Bachelor's
57000;Man;IC;3;8;1;Bachelor's
76500;Man;IC;3;16;2;Bachelor's
155000;Man;Manager;7;18;3;Bachelor's
75000;Man;IC;7;16;4;Bachelor's
52000;Man;IC;4;16;1;Bachelor's
101000;Man;IC;19;18;14;Master's
50000;Man;IC;5;18;3;Bachelor's
56000;Woman;IC;Less than 1 year;19;Less than 1 year;PhD
65000;Woman;IC;4;17;3;Bachelor's
105000;Man;IC;8;12;3;Bachelor's
125000;Man;IC;10;21;5;Bachelor's
200000;Man;IC;14;16;9;Master's
112000;Man;IC;11;7;8;Bachelor's
80000;Man;IC;14;11;8;Bachelor's
106000;Woman;IC;3;29;1;Master's
60000;Woman;IC;1;28;Less than 1 year;Bachelor's
106000;Man;IC;20;9;20;Less than bachelor's
170000;Man;Manager;19;12;11;Less than bachelor's
200000;Man;IC;17;11;7;Master's
58000;Man;IC;10;14;5;Bachelor's
171000;Man;IC;9;15;2;Master's
144000;Man;IC;13;13;12;Bachelor's
140000;Man;Manager;23;7;11;Bachelor's
85000;Man;IC;20;10;20;Bachelor's
125000;Man;IC;20;12;8;Less than bachelor's
63000;Man;IC;11;12;Less than 1 year;Bachelor's
145000;Man;Manager;10;16;7;Less than bachelor's
98500;Man;IC;9;16;3;Master's
73000;Man;IC;7;11;4;Bachelor's
400000;Man;Manager;17;12;8;Bachelor's
80000;Man;IC;9;19;5;Bachelor's
112000;Man;IC;8;15;3;Bachelor's
89000;Man;IC;44;10;42;Less than bachelor's
120000;Man;IC;23;7;20;Bachelor's
110000;Man;Manager;14;15;12;Less than bachelor's
110000;Man;Manager;15;14;8;Bachelor's
83000;Man;IC;5;22;5;Bachelor's
160000;Man;Manager;30;10;20;Bachelor's
326000;Woman;Manager;7;11;4;Master's
120000;Man;IC;18;14;10;Bachelor's
78000;Woman;IC;2;29;2;Less than bachelor's
70000;Man;IC;2;34;1;Master's
230000;Man;IC;6;17;3;Bachelor's
300000;Man;IC;20;10;12;Master's
62000;Woman;IC;1;19;Less than 1 year;Bachelor's
86216;Man;IC;8;16;2;Bachelor's
127000;Man;IC;7;26;6;Bachelor's
80000;Man;IC;3;14;2;Bachelor's
160000;Man;IC;15;15;11;Less than bachelor's
85000;Man;IC;15;13;5;Bachelor's
130000;Man;IC;25;11;10;Bachelor's
115000;Man;IC;10;10;7;Master's
100000;Man;IC;16;16;6;Master's
130000;Man;IC;10;14;3;Bachelor's
150000;Man;IC;7;20;5;Master's
115000;Man;IC;12;9;5;Master's
49000;Man;IC;10;12;10;Bachelor's
150000;Man;Manager;34;8;19;Bachelor's
115000;Man;IC;24;18;22;Less than bachelor's
125000;Man;Manager;18;14;12;Less than bachelor's
156000;Man;IC;6;18;6;Master's
125000;Man;IC;14;18;9;Bachelor's
111000;Man;IC;13;14;12;Master's
130000;Man;IC;16;12;8;Bachelor's
70000;Woman;IC;6;8;2;Bachelor's
77500;Man;IC;9;16;4;Bachelor's
95000;Man;IC;7;12;3;Master's
70000;Man;IC;6;18;2;Bachelor's
68000;Man;IC;3;16;3;Bachelor's
55000;Man;IC;Less than 1 year;26;Less than 1 year;Bachelor's
170000;Man;IC;20;14;20;Less than bachelor's
200000;Man;IC;38;12;35;Bachelor's
63000;Man;IC;5;17;3;Bachelor's
140000;Man;IC;26;16;19;Bachelor's
96000;Man;IC;15;13;6;Less than bachelor's
112000;Man;IC;9;12;3;Bachelor's
230000;Man;IC;20;16;15;Master's
125000;Man;IC;6;14;3;Bachelor's
110000;Man;IC;5;14;3;Bachelor's
135000;Man;IC;12;11;10;Master's
60000;Woman;IC;1;14;Less than 1 year;Master's
60000;Man;IC;3;16;3;Bachelor's
126000;Man;IC;18;15;14;Bachelor's
80000;Man;IC;14;15;9;Bachelor's
140000;Man;IC;18;16;12;Bachelor's
